Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted,MntTotal
4,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,53,3605.0866019844907,3,0,1399
3,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,51,3214.0866019844907,3,0,442
4,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,43,3785.0866019844907,3,0,34
3,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,1,69,3713.0866019844907,4,0,452
3,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,55,3674.0866019844907,4,0,128
2,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,58,3205.0866019844907,2,1,1978
4,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,0,1,51,3824.0866019844907,4,1,261
2,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,51,3577.0866019844907,2,0,1163
2,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,51,3470.0866019844907,3,0,77
2,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,1,68,3847.0866019844907,1,0,2413
3,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,1,0,38,3303.0866019844907,2,0,76
4,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,46,3347.0866019844907,3,0,398
2,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,61,3286.0866019844907,4,0,61
2,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,58,3710.0866019844907,3,0,132
4,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,58,3488.0866019844907,3,0,1395
2,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,1,65,3730.0866019844907,1,0,1173
3,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,40,3262.0866019844907,2,0,886
4,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,1,35,3655.0866019844907,1,1,1121
3,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,53,3636.0866019844907,2,0,1543
0,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,40,3705.0866019844907,3,0,106
2,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,45,3814.0866019844907,3,0,873
2,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,75,3869.0866019844907,2,0,401
4,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,47,3322.0866019844907,3,0,665
3,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,46,3275.0866019844907,4,0,63
2,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,47,3554.0866019844907,3,0,85
2,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,69,3718.0866019844907,2,0,1234
3,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,65,3739.0866019844907,4,0,1144
2,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,55,3250.0866019844907,1,0,1873
3,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,72,3583.0866019844907,1,0,638
1,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,37,3562.0866019844907,2,1,72
2,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,52,3386.0866019844907,3,0,176
2,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,41,3808.0866019844907,2,1,2696
2,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,50,3367.0866019844907,4,0,76
2,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,56,3676.0866019844907,4,0,34
3,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,69,3877.0866019844907,3,2,2615
1,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,33,3681.0866019844907,2,0,38
3,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,35,3734.0866019844907,3,0,165
2,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,39,3735.0866019844907,1,0,1220
4,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,0,56,3306.0866019844907,2,1,1717
2,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,63,3276.0866019844907,3,0,98
1,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,65,3462.0866019844907,3,0,1241
4,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,43,3322.0866019844907,3,0,127
2,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,33,3279.0866019844907,2,0,353
2,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,37,3386.0866019844907,3,0,80
3,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,60,3660.0866019844907,2,1,1738
2,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,1,55,3851.0866019844907,1,0,108
2,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,74,3318.0866019844907,1,1,1832
3,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,0,57,3494.0866019844907,3,1,1055
3,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,29,3630.0866019844907,2,0,395
2,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,45,3364.0866019844907,2,0,56
2,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,54,3446.0866019844907,5,0,62
2,51381.5,69,861,138,461,60,30,61,1,6,5,12,3,0,0,32,3593.0866019844907,2,2,2472
3,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,45,3710.0866019844907,1,0,2276
2,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,55,3396.0866019844907,4,0,420
3,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,65,3312.0866019844907,4,0,56
2,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,49,3537.0866019844907,4,0,146
2,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,36,3886.0866019844907,2,0,492
2,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,70,3550.0866019844907,4,0,39
2,51381.5,67,738,20,172,52,50,20,6,2,3,10,7,0,0,51,3512.0866019844907,4,2,1790
2,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,50,3730.0866019844907,3,0,1092
2,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,47,3565.0866019844907,3,0,33
4,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,56,3342.0866019844907,3,0,36
4,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,60,3709.0866019844907,2,0,2038
2,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,68,3736.0866019844907,2,0,1054
2,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,64,3561.0866019844907,2,0,2075
4,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,45,3564.0866019844907,2,0,86
2,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,37,3436.0866019844907,3,0,59
4,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,71,3618.0866019844907,5,0,71
4,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,35,3703.0866019844907,2,0,228
2,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,38,3641.0866019844907,2,0,32
4,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,32,3493.0866019844907,1,0,111
4,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,1,65,3654.0866019844907,3,0,2070
3,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,50,3737.0866019844907,3,1,82
2,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,38,3566.0866019844907,3,0,44
2,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,61,3857.0866019844907,3,0,1263
2,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,53,3772.0866019844907,1,3,2239
2,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,49,3796.0866019844907,3,0,72
2,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,1,56,3685.0866019844907,2,1,2530
4,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,122,3478.0866019844907,2,1,2608
2,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,33,3890.0866019844907,1,0,1994
2,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,35,3406.0866019844907,1,0,176
4,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,52,3785.0866019844907,3,2,2285
4,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,71,3583.0866019844907,3,0,885
0,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,48,3520.0866019844907,3,1,19
2,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,69,3433.0866019844907,1,0,1144
2,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,56,3573.0866019844907,4,0,72
2,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,1,51,3215.0866019844907,1,0,1379
2,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,50,3753.0866019844907,3,0,59
3,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,0,45,3379.0866019844907,3,1,25
2,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,64,3396.0866019844907,3,0,1330
2,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,35,3737.0866019844907,3,2,2099
4,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,1,55,3446.0866019844907,1,0,1481
2,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,47,3812.0866019844907,2,0,1734
4,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,45,3756.0866019844907,2,0,2325
2,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,1,0,43,3414.0866019844907,3,0,71
2,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,0,66,3616.0866019844907,3,1,177
4,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,52,3766.0866019844907,2,0,2231
3,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,1,0,78,3515.0866019844907,2,0,1529
4,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,73,3466.0866019844907,4,0,694
2,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,64,3841.0866019844907,2,1,2889
4,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,52,3301.0866019844907,2,0,1148
2,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,43,3327.0866019844907,4,0,76
4,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,43,3785.0866019844907,3,0,34
2,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,54,3750.0866019844907,4,0,741
2,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,52,3879.0866019844907,2,0,1097
2,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,61,3610.0866019844907,2,0,1681
2,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,45,3672.0866019844907,2,0,53
2,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,59,3791.0866019844907,2,0,2765
4,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,46,3777.0866019844907,2,0,1779
1,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,37,3270.0866019844907,3,0,40
2,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,46,3811.0866019844907,4,0,413
3,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,0,51,3506.0866019844907,2,1,36
2,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,55,3797.0866019844907,2,1,2348
4,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,1,49,3574.0866019844907,3,0,111
3,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,46,3882.0866019844907,3,0,177
2,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,0,1,51,3670.0866019844907,1,1,84
2,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,32,3748.0866019844907,2,0,47
4,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,60,3472.0866019844907,3,0,2420
2,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,52,3582.0866019844907,2,0,54
4,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,52,3739.0866019844907,4,0,28
2,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,36,3429.0866019844907,3,0,25
2,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,67,3766.0866019844907,1,0,367
1,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,48,3878.0866019844907,5,0,284
3,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,40,3293.0866019844907,2,0,31
2,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,50,3612.0866019844907,2,0,45
3,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,53,3458.0866019844907,3,1,806
2,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,61,3834.0866019844907,3,0,1576
2,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,72,3870.0866019844907,3,0,184
4,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,53,3619.0866019844907,3,0,2039
2,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,42,3379.0866019844907,2,1,2332
3,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,42,3404.0866019844907,3,0,362
2,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,28,3258.0866019844907,1,0,1502
4,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,75,3639.0866019844907,2,0,311
3,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,53,3326.0866019844907,3,0,1341
4,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,30,3468.0866019844907,2,0,2517
2,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,50,3854.0866019844907,4,0,282
2,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,1,37,3869.0866019844907,3,0,52
2,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,34,3754.0866019844907,2,0,29
1,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,1,41,3799.0866019844907,3,0,102
1,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,65,3665.0866019844907,3,0,87
2,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,56,3842.0866019844907,2,0,1650
2,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,47,3520.0866019844907,3,0,230
2,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,61,3677.0866019844907,2,0,408
4,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,66,3452.0866019844907,4,1,862
2,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,56,3222.0866019844907,4,0,64
4,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,1,49,3870.0866019844907,2,0,89
4,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,50,3232.0866019844907,3,0,427
4,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,47,3590.0866019844907,3,0,60
2,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,58,3822.0866019844907,4,0,860
1,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,1,39,3791.0866019844907,2,0,83
2,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,45,3799.0866019844907,3,0,1322
4,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,66,3658.0866019844907,3,1,2685
2,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,34,3878.0866019844907,2,0,454
2,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,59,3724.0866019844907,3,0,1656
4,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,78,3292.0866019844907,2,0,1725
1,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,0,0,46,3423.0866019844907,3,1,80
2,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,0,27,3337.0866019844907,2,4,2344
2,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,1,40,3694.0866019844907,1,2,2296
3,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,50,3683.0866019844907,4,0,1355
4,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,48,3256.0866019844907,3,0,67
2,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,38,3240.0866019844907,3,0,50
3,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,39,3226.0866019844907,3,0,12
3,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,47,3592.0866019844907,2,2,2511
4,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,80,3644.0866019844907,2,1,3404
2,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,68,3409.0866019844907,5,0,30
2,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,0,35,3268.0866019844907,2,3,2346
2,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,0,32,3287.0866019844907,3,2,1988
1,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,32,3258.0866019844907,3,0,45
2,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,53,3632.0866019844907,3,0,1386
4,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,60,3618.0866019844907,1,4,2936
2,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,32,3810.0866019844907,3,0,919
1,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,0,54,3724.0866019844907,4,0,1597
2,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,57,3418.0866019844907,3,0,1506
2,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,51,3349.0866019844907,2,0,82
3,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,65,3575.0866019844907,3,0,77
2,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,55,3392.0866019844907,2,0,1090
3,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,72,3497.0866019844907,2,0,867
4,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,50,3513.0866019844907,3,0,221
1,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,35,3709.0866019844907,3,0,37
2,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,32,3562.0866019844907,3,0,39
4,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,73,3393.0866019844907,3,0,233
2,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,75,3529.0866019844907,2,0,17
2,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,32,3748.0866019844907,2,0,47
1,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,47,3306.0866019844907,2,0,34
2,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,62,3553.0866019844907,1,0,20
3,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,49,3465.0866019844907,2,0,268
2,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,0,0,57,3384.0866019844907,1,2,1777
2,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,45,3587.0866019844907,3,0,62
4,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,0,68,3391.0866019844907,3,0,636
2,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,66,3625.0866019844907,2,0,1298
2,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,52,3700.0866019844907,3,0,1657
3,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,50,3457.0866019844907,2,0,73
1,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,0,41,3412.0866019844907,4,0,572
2,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,45,3862.0866019844907,3,0,1478
2,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,0,49,3880.0866019844907,5,0,512
1,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,55,3854.0866019844907,1,2,2665
3,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,0,1,37,3656.0866019844907,3,1,381
2,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,69,3237.0866019844907,3,0,413
1,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,39,3844.0866019844907,2,0,1687
2,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,1,57,3381.0866019844907,3,1,1415
2,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,72,3482.0866019844907,1,0,1087
4,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,63,3354.0866019844907,2,0,247
2,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,58,3205.0866019844907,2,1,1978
2,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,46,3327.0866019844907,3,0,127
4,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,52,3320.0866019844907,1,0,2077
4,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,66,3634.0866019844907,2,2,2982
2,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,51,3808.0866019844907,2,0,19
2,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,0,70,3317.0866019844907,4,0,877
4,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,50,3885.0866019844907,3,0,1529
2,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,46,3661.0866019844907,3,0,1951
2,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,1,41,3464.0866019844907,3,0,19
4,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,40,3896.0866019844907,3,1,1652
2,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,0,0,43,3745.0866019844907,4,0,66
2,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,33,3244.0866019844907,2,0,29
2,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,0,65,3698.0866019844907,3,0,1451
4,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,49,3253.0866019844907,3,0,51
3,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,0,44,3239.0866019844907,3,0,969
4,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,0,49,3816.0866019844907,3,0,901
2,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,44,3808.0866019844907,3,0,787
3,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,48,3383.0866019844907,3,0,89
3,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,49,3524.0866019844907,2,0,80
2,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,0,1,47,3881.0866019844907,2,1,434
2,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,46,3444.0866019844907,3,0,479
3,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,61,3829.0866019844907,2,0,1154
4,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,1,57,3855.0866019844907,1,0,1378
3,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,0,45,3429.0866019844907,3,0,1791
2,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,0,47,3570.0866019844907,3,0,1237
2,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,52,3356.0866019844907,3,0,31
1,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,69,3811.0866019844907,1,0,229
4,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,63,3845.0866019844907,3,0,3262
2,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,45,3775.0866019844907,2,0,494
2,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,66,3694.0866019844907,2,1,2705
3,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,0,57,3735.0866019844907,2,0,1591
4,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,77,3416.0866019844907,1,1,1186
3,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,59,3644.0866019844907,2,0,980
2,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,43,3287.0866019844907,2,0,72
4,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,50,3636.0866019844907,3,0,3212
4,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,72,3240.0866019844907,3,0,1505
2,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,77,3654.0866019844907,2,0,1134
2,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,0,71,3894.0866019844907,4,0,77
3,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,0,60,3428.0866019844907,3,0,60
0,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,31,3749.0866019844907,2,0,279
4,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,36,3876.0866019844907,3,0,2492
3,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,65,3575.0866019844907,3,0,77
2,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,68,3801.0866019844907,1,0,2025
2,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,0,45,3411.0866019844907,3,0,1170
2,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,32,3547.0866019844907,1,0,1650
2,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,29,3575.0866019844907,2,0,171
2,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,62,3762.0866019844907,2,0,1112
4,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,40,3602.0866019844907,3,1,343
2,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,0,42,3660.0866019844907,2,0,1268
2,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,0,0,57,3454.0866019844907,4,1,585
3,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,62,3306.0866019844907,2,1,3092
4,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,75,3616.0866019844907,3,0,681
3,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,46,3643.0866019844907,1,0,3377
2,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,0,60,3713.0866019844907,4,0,203
2,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,31,3566.0866019844907,2,0,53
2,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,62,3512.0866019844907,2,0,1004
3,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,77,3322.0866019844907,2,2,2937
2,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,56,3355.0866019844907,3,0,79
3,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,34,3322.0866019844907,1,1,2633
2,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,30,3519.0866019844907,2,0,537
2,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,68,3839.0866019844907,2,2,3106
